superkingdom	kingdom	phylum	class	order	family	genus	species
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium B3TF_MPn_8
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BAC10G6
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BAC13K9BAC
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig00402
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig00724
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig00795
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig00835
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig01061
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig01063
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. CBA3102
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig01385
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig01644
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig01900
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig02185
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig02243
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig02384
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. LKL04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BD_contig03199
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium BLR13
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium CBNPD1 BAC clone 142
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium CBNPD1 BAC clone 2089
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium CBNPD1 BAC clone 905
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium contig00002
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium contig00018
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. No. 7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium contig00055
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium contig00114
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium Contig11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium Contig1625
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium Contigcl_1542
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium DC-99E
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium DCM001Tet01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium DELDOXY23
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. PAMC 28756
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium DELDOXY35
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium DY94
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EB000_36F02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EB1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EB2
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EB5
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium eBACmed18B02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EIL102C09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium EIL107F05
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. RG1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium FC5
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium fosmid I5J7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium FPPP_13C3
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium FPPP_33K14
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST08
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST11
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. SGAir0570
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST14
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST15
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST16
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST17
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST18
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST19
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST20
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST21
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST22
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. Y-01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST23
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium GRIST24
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_10153
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_142
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_23377
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_66517
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_693
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_9498
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwa2_scaffold_969
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium testaceum
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwb2_scaffold_0
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwb2_scaffold_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwb2_scaffold_605
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwc2_scaffold_269
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwc2_scaffold_351
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwf2_scaffold_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwf2_scaffold_210
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwf2_scaffold_551
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium gwf2_scaffold_9516
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0010_006G12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0010_05N09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0010_10I05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0010_31F02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0070_05I22
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0500_072H01
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microcella	Microcella alkaliphila
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0500_16O16
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0500_31I04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0770_19L13
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HF0770_37D02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium HHV35
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium IN-06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium IN-12
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microterricola	Microterricola viridarii
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium JM8_D9
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium JM9_B4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium KM3-23-D4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium KM3-69-F5
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium lac111
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium MedeBAC35C06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium MedeBAC82F10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium OMZ60_02F10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium OMZ60_13C10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium pAB4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium pAG2
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium pBC1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium pBE3-1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium pFosPlaG
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium scaffold00056
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium SH11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium SH17
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium TB307_p
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	Plantibacter sp. M259
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium TB313_p
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium UPO35
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium UPO38
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium UPO61
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium W4-39b
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium W5-15b
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium W5-47b
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium W5-51b
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium W5-77b
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws020C1
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	Plantibacter sp. PA-3-X8
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws034A6
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws085G8
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws101A12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws156A7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws172H5
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws198A12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws633F6
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ws643C1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured denitrifying bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	NA
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 106
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 313
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 438
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 440
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 441
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 442
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 443
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 463
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 561
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 562
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pontimonas	Pontimonas salivibrio
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 577
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 578
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 580
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 581
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 582
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium 583
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium Ant29B7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium Ant39E11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium Ant4D3
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium Ant4D5
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Protaetiibacter	Protaetiibacter intestinalis
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium Ant4E12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_35D03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_39F01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_39H12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_41B09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_49D07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB0_50A10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB000_55B11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB80_02D08
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium EB80_69G07
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter festucae
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium HF10_29C11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium HF10_45G01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium HF10_49E08
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium HOT0_07D09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S01-C266
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C109
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C123
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C13
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C40
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C7
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter tritici
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C72
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S04-C749
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S05-C109
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S05-C114
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S05-C222
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S08-C1068
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S08-C116
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S08-C1605
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S08-C1622
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S09-C199
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	NA
Bacteria	NA	NA	NA	NA	NA	NA	uncultured marine bacterium MedDCM-OCT-S09-C247
Bacteria	NA	NA	NA	NA	NA	NA	uncultured nitrogen-fixing bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured nuHF2 cluster bacterium HF0130_29D04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured nuHF2 cluster bacterium HF0500_39O04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured pig faeces bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured rumen bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured sediment bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured soil bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured sulfate-reducing bacterium
Bacteria	NA	NA	NA	NA	NA	NA	unidentified bacterial contaminant
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Candidatus Rhodoluna limnophila
Bacteria	NA	NA	NA	NA	NA	NA	unidentified bacterium SM-A03
Bacteria	NA	NA	NA	NA	NA	NA	unidentified eubacterium clone ESH210B
Bacteria	NA	NA	NA	NA	NA	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Candidatus Rhodoluna planktonica
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	Rhodoluna lacicola
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rhodoluna	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium sp. dk2585
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium sp. UTAS2018
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Chitinimonas sp. R3-44
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter agilis
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter crystallopoietes
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter dokdonellae
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp.
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. JBH1
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. MN05-02
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Auritidibacter	Auritidibacter sp. NML130574
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria flava
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria indica
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rosea
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria sp. BT304
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria turfanensis
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. A1
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. KBS0714
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. V7
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium	Renibacterium salmoninarum
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia aeria
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Zhihengliuella	Zhihengliuella sp. ISTPL4
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium cellulans
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanibacterium	Xylanibacterium sp. 2JSPR-7
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	NA	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. OR16
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora coriariae
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora echinospora
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora inositola
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora siamensis
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. WMMA2032
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora viridifaciens
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. KBS50
Bacteria	NA	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium choanae
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium erythreum
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp. 592
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp. A1-2
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Friedmanniella	Friedmanniella luteola
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Friedmanniella	Friedmanniella sagamiharensis
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Micropruina	Micropruina glycogenica
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides daphniae
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides dokdonensis
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides humi
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. 603
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. 78
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. dk3136
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. JS614
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. KUDC 5002
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. MMS17-SY117
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. MMS17-SY207-3
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. S-1144
Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. SB3-45
